ID	Gene	Protein	Category	Sub-category	Pathway/Activity	EC	KO	UniProt
AF-A0A060HNS7-F1-model_v4	amoC	Ammonia monooxygenase gamma subunit	Nitrogen cycling	Nitrification	Ammonia oxidation (Nitrification)	1.14.99.39	K10946	A0A060HNS7
AF-Q50925-F1-model_v4	hao	Hydroxylamine oxidoreductase	Nitrogen cycling	Nitrification	Hydroxylamine oxidation to nitrite (Nitrification)	1.7.2.6; 1.7.2.9	K10535; K00378	Q50925
AF-Q1PZD8-F1-model_v4	nxrA	Nitrite oxidoreductase alpha subunit	Nitrogen cycling	Nitrification	Nitrite oxidation to nitrate (Nitrification)	1.7.99.-	K00370	Q1PZD8
AF-Q1PZD5-F1-model_v4	nxrB	Nitrite oxidoreductase beta subunit	Nitrogen cycling	Nitrification	Nitrite oxidation to nitrate (Nitrification)	1.7.99.-	K00371	Q1PZD5
AF-Q1PZD4-F1-model_v4	nxrC	Nitrite oxidoreductase gamma subunit	Nitrogen cycling	Nitrification	Nitrite oxidation to nitrate (Nitrification)	1.7.99.-	-	Q1PZD4
AF-P09152-F1-model_v4	narG	Respiratory nitrate reductase alpha subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00370	P09152
AF-P85097-F1-model_v4	narG	Respiratory nitrate reductase alpha subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00370	P85097
AF-I3R9M9-F1-model_v4	narG	Respiratory nitrate reductase alpha subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00370	I3R9M9
AF-P42176-F1-model_v4	narH	Respiratory nitrate reductase beta subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00371	P42176
AF-P85098-F1-model_v4	narH	Respiratory nitrate reductase beta subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00371	P85098
AF-I3R9M8-F1-model_v4	narH	Respiratory nitrate reductase beta subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00371	I3R9M8
AF-P42177-F1-model_v4	narI	Respiratory nitrate reductase gamma subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.7.5.1	K00374	P42177
AF-Q67QZ1-F1-model_v4	napA	Periplasmic nitrate reductase alpha subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.9.6.1	K02567	Q67QZ1
AF-A6Q604-F1-model_v4	napA	Periplasmic nitrate reductase alpha subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.9.6.1	K02567	A6Q604
AF-P0ABL3-F1-model_v4	napB	Periplasmic nitrate reductase, electron transfer subunit	Nitrogen cycling	Denitrification	Nitrate reduction (Denitrification)	1.9.6.1	K02567	P0ABL3
AF-Q06006-F1-model_v4	nirK	Dissimilatory nitrite reductase NirK	Nitrogen cycling	Denitrification	Nitrite reduction (Denitrification)	1.7.2.1	K00368	Q06006
AF-P24040-F1-model_v4	nirS	Dissimilatory nitrite reductase NirS	Nitrogen cycling	Denitrification	Nitrite reduction (Denitrification)	1.7.2.1; 1.7.99.1	K15864	P24040
AF-P72181-F1-model_v4	nirS	Dissimilatory nitrite reductase NirS	Nitrogen cycling	Denitrification	Nitrite reduction (Denitrification)	1.7.2.1; 1.7.99.1	K15864	P72181
AF-P23295-F1-model_v4	nor_fungal	NADP nitrous oxide-forming nitric oxide reductase	Nitrogen cycling	Denitrification	Nitric oxide reduction (Denitrification)	1.7.1.14	K15877	P23295
AF-Q59647-F1-model_v4	norB	Nitric oxide reductase subunit B	Nitrogen cycling	Denitrification	Nitric oxide reduction (Denitrification)	1.7.2.5	K04561	Q59647
AF-Q52527-F1-model_v4	norC	Nitric oxide reductase subunit C	Nitrogen cycling	Denitrification	Nitric oxide reduction (Denitrification)	1.7.2.5	K02305	Q52527
AF-P94127-F1-model_v4	nosZ	Nitrous-oxide reductase	Nitrogen cycling	Denitrification	Nitrous oxide reduction (Denitrification)	1.7.2.4	K00376	P94127
AF-Q59105-F1-model_v4	nosZ	Nitrous-oxide reductase	Nitrogen cycling	Denitrification	Nitrous oxide reduction (Denitrification)	1.7.2.4	K00376	Q59105
AF-P08201-F1-model_v4	nirB	Nitrite reductase	Nitrogen cycling	Dissimilatory nitrate reduction to ammonium (DNRA)	Nitrite reduction to ammonia (DNRA)	1.7.1.15	K00362	P08201
AF-P0A230-F1-model_v4	nirD	Nitrite reductase	Nitrogen cycling	Dissimilatory nitrate reduction to ammonium (DNRA)	Nitrite reduction to ammonia (DNRA)	1.7.1.15	K00363	P0A230
AF-Q65RI4-F1-model_v4	nrfA	Cytochrome c552 nitrite reductase	Nitrogen cycling	Dissimilatory nitrate reduction to ammonium (DNRA)	Nitrite reduction to ammonia (DNRA)	1.7.2.2	K03385	Q65RI4
AF-P0ABL1-F1-model_v4	nrfB	Periplasmic nitrite reductase penta-heme c-type cytochrome	Nitrogen cycling	Dissimilatory nitrate reduction to ammonium (DNRA)	Nitrite reduction to ammonia (DNRA)	1.7.2.2	K03385	P0ABL1
AF-Q06458-F1-model_v4	nasB	Nitrite reductase [NAD(P)H] large subunit	Nitrogen cycling	Nitrate assimilation	Assimilatory nitrate reduction	1.7.1.4	K00361	Q06458
AF-P42435-F1-model_v4	nasD	Nitrite reductase [NAD(P)H]	Nitrogen cycling	Nitrate assimilation	Assimilatory nitrate reduction	1.7.1.4	K26139	P42435
AF-P42436-F1-model_v4	nasE	Assimilatory nitrite reductase [NAD(P)H] small subunit	Nitrogen cycling	Nitrate assimilation	Assimilatory nitrate reduction	1.7.1.4	K26138	P42436
AF-P39661-F1-model_v4	nirA	Ferredoxin--nitrite reductase	Nitrogen cycling	Nitrate assimilation	Assimilatory nitrate reduction	1.7.7.1	K00366	P39661
AF-Q1Q0T2-F1-model_v4	hzsA	hydrazine synthase alpha subunit	Nitrogen cycling	Anaerobic ammonium oxidation (Anammox)	Anammox	1.7.2.7	K20932; K20933; K20934	Q1Q0T2
AF-Q1Q0T3-F1-model_v4	hzsB	hydrazine synthase beta subunit	Nitrogen cycling	Anaerobic ammonium oxidation (Anammox)	Anammox	1.7.2.7	K20932; K20933; K20934	Q1Q0T3
AF-Q1Q0T4-F1-model_v4	hzsC	hydrazine synthase gamma subunit	Nitrogen cycling	Anaerobic ammonium oxidation (Anammox)	Anammox	1.7.2.7	K20932; K20933; K20934	Q1Q0T4
AF-A0P9I2-F1-model_v4	hzoA	hydrazine oxidoreductase A	Nitrogen cycling	Anaerobic ammonium oxidation (Anammox)	Anammox	1.7.2.8	K20935	A0P9I2
AF-A0P951-F1-model_v4	hzoB	hydrazine oxidoreductase B	Nitrogen cycling	Anaerobic ammonium oxidation (Anammox)	Anammox	1.7.2.8	K20935	A0P951
AF-Q9AQT6-F1-model_v4	ureA	Urease gamma subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01430	Q9AQT6
AF-Q75ZQ4-F1-model_v4	ureA	Urease gamma subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01430	Q75ZQ4
AF-P50044-F1-model_v4	ureAB	Urease gamma-beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K14048	P50044
AF-B5ZBT0-F1-model_v4	ureB	Urease beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01429	B5ZBT0
AF-C5C8U2-F1-model_v4	ureB	Urease beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01429	C5C8U2
AF-P50045-F1-model_v4	ureB	Urease beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01429	P50045
AF-Q4A0J4-F1-model_v4	ureB	Urease beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01429	Q4A0J4
AF-Q57CE9-F1-model_v4	ureB	Urease beta subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01429	Q57CE9
AF-B8HA07-F1-model_v4	ureC	Urease alpha subunit	Nitrogen cycling	Urea utilisation	Urea utilisation (ammonia and CO2 producing)	3.5.1.5	K01428	B8HA07
AF-Q87WW0-F1-model_v4	cysD	Sulfate adenylyltransferase subunit 2	Sulphur cycling	Sulphate reduction	Sulphate <-> APS	2.7.7.4	K00957	Q87WW0
AF-Q64VQ9-F1-model_v4	cysN	Sulfate adenylyltransferase subunit 1	Sulphur cycling	Sulphate reduction	Sulphate <-> APS	2.7.7.4	K00956	Q64VQ9
AF-Q54506-F1-model_v4	sat	Sulfate adenylyltransferase	Sulphur cycling	Sulphate reduction	Sulphate <-> APS	2.7.7.4	K00958	Q54506
AF-Q7UMW2-F1-model_v4	cysNC	Bifunctional enzyme CysN/CysC	Sulphur cycling	Sulphate reduction	Sulphate <-> APS <-> PAPS	2.7.1.25; 2.7.7.4	K00955	Q7UMW2
AF-A9ENT2-F1-model_v4	cysNC	Bifunctional enzyme CysN/CysC	Sulphur cycling	Sulphate reduction	Sulphate <-> APS <-> PAPS	2.7.1.25; 2.7.7.4	K00955	A9ENT2
AF-A9G7W0-F1-model_v4	cysNC	Bifunctional enzyme CysN/CysC	Sulphur cycling	Sulphate reduction	Sulphate <-> APS <-> PAPS	2.7.1.25; 2.7.7.4	K00955	A9G7W0
AF-Q9YCR6-F1-model_v4	cysC	Adenylyl-sulfate kinase	Sulphur cycling	Sulphate reduction	APS <-> PAPS	2.7.1.25	K00860	Q9YCR6
AF-Q7UQW3-F1-model_v4	cysC	Adenylyl-sulfate kinase	Sulphur cycling	Sulphate reduction	APS <-> PAPS	2.7.1.25	K00860	Q7UQW3
AF-P29811-F1-model_v4	cysC	Adenylyl-sulfate kinase	Sulphur cycling	Sulphate reduction	APS <-> PAPS	2.7.1.25	K00860	P29811
AF-O29953-F1-model_v4	cysC	Adenylyl-sulfate kinase	Sulphur cycling	Sulphate reduction	APS <-> PAPS	2.7.1.25	K00860	O29953
AF-Q5N1N0-F1-model_v4	cysH	Phosphoadenosine 5'-phosphosulfate reductase	Sulphur cycling	Sulphate reduction	PAPS <-> sulphite	1.8.4.8	K00390	Q5N1N0
AF-T2G6Z9-F1-model_v4	aprA	Adenylylsulfate reductase subunit alpha	Sulphur cycling	Sulphate reduction	APS <-> sulphite	1.8.99.2	K00394	T2G6Z9
AF-T2G899-F1-model_v4	aprB	Adenylylsulfate reductase subunit beta	Sulphur cycling	Sulphate reduction	APS <-> sulphite	1.8.99.2	K00395	T2G899
AF-A1KU05-F1-model_v4	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	Sulphur cycling	Sulphite reduction	Sulphite <-> sulphide	1.8.1.2	K00381	A1KU05
AF-P52674-F1-model_v4	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	Sulphur cycling	Sulphite reduction	Sulphite <-> sulphide	1.8.1.2	K00380	P52674
AF-O33998-F1-model_v4	dsrA	Sulfite reductase, dissimilatory-type subunit alpha	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.1.22	K11180	O33998
AF-Q59110-F1-model_v4	dsrB	Sulfite reductase, dissimilatory-type subunit beta	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.1.22	K11181	Q59110
AF-P94694-F1-model_v4	dsrB	Sulfite reductase, dissimilatory-type subunit beta	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.1.22	K11181	P94694
AF-P45573-F1-model_v4	dsrC	Sulfite reductase, dissimilatory-type subunit gamma	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.1.22	K23077	P45573
AF-P9WJ03-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	P9WJ03
AF-P30008-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	P30008
AF-P72854-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	P72854
AF-P9WJ02-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	P9WJ02
AF-Q73XV0-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	Q73XV0
AF-Q73YC1-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	Q73YC1
AF-Q7TYP6-F1-model_v4	sir	Assimilatory sulfite reductase [ferredoxin]	Sulphur cycling	Sulphite reduction / sulphide oxidation	Sulphite <-> sulphide	1.8.7.1	K00392	Q7TYP6
AF-B7J413-F1-model_v4	sdo	Persulfide dioxygenase	Sulphur cycling	Sulphide oxidation	Sulphide -> sulphite	1.13.11.18	K17725	B7J413
AF-P20161-F1-model_v4	fccB	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	Sulphur cycling	Sulphide oxidation	Sulphide -> sulphur	1.8.2.3	K17229	P20161
AF-Q06530-F1-model_v4	fccB	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	Sulphur cycling	Sulphide oxidation	Sulphide -> sulphur	1.8.2.3	K17229	Q06530
AF-Q06529-F1-model_v4	fccA	Cytochrome subunit of sulfide dehydrogenase	Sulphur cycling	Sulphide oxidation	Sulphide -> sulphur	1.8.2.3	K17230	Q06529
AF-O67931-F1-model_v4	sqr	Sulfide-quinone reductase	Sulphur cycling	Sulphide oxidation	Sulphide(n) -> polysulphide(n-2)	1.8.5.4	K17218	O67931
AF-Q7ZAG8-F1-model_v4	sqr	Sulfide-quinone reductase	Sulphur cycling	Sulphide oxidation	Sulphide(n) -> polysulphide(n-2)	1.8.5.4	K17218	Q7ZAG8
AF-P29082-F1-model_v4	sor	Sulfur oxygenase/reductase	Sulphur cycling	Sulphur disproportionation	Sulphur -> sulphide + sulphite	1.13.11.55	K16952	P29082
AF-D3RNN8-F1-model_v4	soeA	Sulfite dehydrogenase subunit A	Sulphur cycling	Sulphite oxidation	Sulphite -> sulphate	1.8.5.6	K21307	D3RNN8
AF-D3RNN7-F1-model_v4	soeB	Sulfite dehydrogenase subunit B	Sulphur cycling	Sulphite oxidation	Sulphite -> sulphate	1.8.5.6	K21308	D3RNN7
AF-D3RNN6-F1-model_v4	soeC	Sulfite dehydrogenase subunit C	Sulphur cycling	Sulphite oxidation	Sulphite -> sulphate	1.8.5.6	K21309	D3RNN6
AF-P98004-F1-model_v4	soxB	SoxB protein	Sulphur cycling	Thiosulphate oxidation	Thiosulphate -> sulphate	3.1.6.20	K17224	P98004
AF-P72177-F1-model_v4	soxB	SoxB protein	Sulphur cycling	Thiosulphate oxidation	Thiosulphate -> sulphate	3.1.6.20	K17224	P72177
AF-Q9K4M4-F1-model_v4	soxA	SoxA protein	Sulphur cycling	Thiosulphate oxidation	Thiosulphate -> sulphate	2.8.5.2	K17222	Q9K4M4
AF-Q9LCV0-F1-model_v4	soxX	SoxX protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	2.8.5.2	K17223	Q9LCV0
AF-D3RVS6-F1-model_v4	soxX	SoxX protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	2.8.5.2	K17223	D3RVS6
AF-Q9LCU9-F1-model_v4	soxY	SoxY protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K17226	Q9LCU9
AF-D3RVA1-F1-model_v4	soxY	SoxY protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K17226	D3RVA1
AF-D3RVA2-F1-model_v4	soxZ	SoxZ protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K17227	D3RVA2
AF-Q9LCU8-F1-model_v4	soxZ	SoxZ protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K17227	Q9LCU8
AF-P39480-F1-model_v4	soxC	SoxC protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K24008	P39480
AF-A0A2S0MVF3-F1-model_v4	soxC	SoxC protein	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	-	K17225	A0A2S0MVF3
AF-O07819-F1-model_v4	soxD	Apocytochrome c	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	1.8.2.6	K22622	O07819
AF-P39477-F1-model_v4	soxD	Apocytochrome c	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	1.8.2.6	K22622	P39477
AF-P37600-F1-model_v4	phsA	Thiosulfate reductase molybdopterin-containing subunit PhsA	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	1.8.5.5	K08352	P37600
AF-P0A1I1-F1-model_v4	phsB	Thiosulfate reductase electron transfer subunit PhsB	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	1.8.5.5	K08353	P0A1I1
AF-P37602-F1-model_v4	phsC	Thiosulfate reductase cytochrome B subunit PhsC	Sulphur cycling	Thiosulphate disproportionation	Thiosulphate <-> sulphite + sulphide	1.8.5.5	K08354	P37602
AF-Q8NKK1-F1-model_v4	sreA	Sulfur reductase molybdopterin subunit	Sulphur cycling	Sulphur reduction	Sulphur -> sulphide	1.12.98.4	K17219	Q8NKK1
AF-Q8NKT6-F1-model_v4	sreB	Sulfur reductase FeS subunit	Sulphur cycling	Sulphur reduction	Sulphur -> sulphide	1.12.98.4	K17220	Q8NKT6
AF-Q8NKT5-F1-model_v4	sreC	Sulfur reductase membrane anchor	Sulphur cycling	Sulphur reduction	Sulphur -> sulphide	1.12.98.4	K17221	Q8NKT5
AF-P37610-F1-model_v4	tauD	Taurine dioxygenase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.14.11.17	K03119	P37610
AF-Q88RA3-F1-model_v4	tauD	Taurine dioxygenase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.14.11.17	K03119	Q88RA3
AF-P80644-F1-model_v4	ssuE	NADPH-dependent FMN reductase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.5.1.38	K00299	P80644
AF-O85762-F1-model_v4	ssuE	NADPH-dependent FMN reductase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.5.1.38	K00299	O85762
AF-Q88R97-F1-model_v4	ssuE	NADPH-dependent FMN reductase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.5.1.38	K00299	Q88R97
AF-D2TDP0-F1-model_v4	ssuD	Alkanesulfonate monooxygenase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.14.14.5	K04091	D2TDP0
AF-Q9X404-F1-model_v4	msmA	Methanesulfonate monooxygenase hydroxylase subunit alpha	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.14.13.111	K16968	Q9X404
AF-Q9X405-F1-model_v4	msmB	Methanesulfonate monooxygenase hydroxylase subunit beta	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	1.14.13.111	K16969	Q9X405
AF-P76316-F1-model_v4	dcyD	D-cysteine desulfhydrase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	4.4.1.15	K05396	P76316
AF-O69652-F1-model_v4	cds	L-cysteine desulfhydrase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	4.4.1.1	K22207	O69652
AF-A5U908-F1-model_v4	cds	L-cysteine desulfhydrase	Sulphur cycling	Organic S mineralisation	Organic S mineralisation	4.4.1.1	K22207	A5U908
AF-P16685-F1-model_v4	phnG	Carbon-phosphorus lyase core complex subunit PhnG	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	2.7.8.37	K06166	P16685
AF-Q52984-F1-model_v4	phnG	Carbon-phosphorus lyase core complex subunit PhnG	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	2.7.8.37	K06166	Q52984
AF-P16686-F1-model_v4	phnH	Carbon-phosphorus lyase core complex subunit PhnH	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	2.7.8.37	K06165	P16686
AF-P16687-F1-model_v4	phnI	Carbon-phosphorus lyase core complex subunit PhnI	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	2.7.8.37	K06164	P16687
AF-P16679-F1-model_v4	phnL	Carbon-phosphorus lyase core complex subunit PhnL	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	2.7.8.37	K05780	P16679
AF-P16688-F1-model_v4	phnJ	Carbon-phosphorus lyase core complex subunit PhnJ	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	4.7.1.1	K06163	P16688
AF-P16689-F1-model_v4	phnM	RPnTP hydrolase	Phosphorus cycling	Organic P mineralisation	Organophosphonate degradation	3.6.1.63	K06162	P16689
AF-O00093-F1-model_v4	phyA	Phytase PhyA	Phosphorus cycling	Organic P mineralisation	Phytate degradation	3.1.3.-; 3.1.3.8	K01083	O00093
AF-P07102-F1-model_v4	appA	Phytase AppA	Phosphorus cycling	Organic P mineralisation	Phytate degradation	3.1.3.-; 3.6.1.-	K01093	P07102
AF-P34754-F1-model_v4	phyB	3-phytase	Phosphorus cycling	Organic P mineralisation	Phytate degradation	3.1.3.8	K01083	P34754
AF-P81440-F1-model_v4	phyB	3-phytase	Phosphorus cycling	Organic P mineralisation	Phytate degradation	3.1.3.8	K01083	P81440
AF-P42094-F1-model_v4	phyC	3-phytase	Phosphorus cycling	Organic P mineralisation	Phytate degradation	3.1.3.8	K01083	P42094
AF-K4LAH1-F1-model_v4	phoA	Alkaline phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	K01077	K4LAH1
AF-Q05205-F1-model_v4	phoA	Alkaline phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	K01077	Q05205
AF-P19406-F1-model_v4	phoA	Alkaline phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	K01077	P19406
AF-P35482-F1-model_v4	phoA	Alkaline phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	K01077	P35482
AF-P42251-F1-model_v4	phoD	Alkaline phosphatase phoD	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	K01113	P42251
AF-A1YYW7-F1-model_v4	phoK	Alkaline phosphatase PhoK	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	-	A1YYW7
AF-Q9KJX5-F1-model_v4	pafA	Alkaline phosphatase PafA	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.1	-	Q9KJX5
AF-Q6MWZ7-F1-model_v4	gpm2	Acid phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.11; 3.1.3.2	-	Q6MWZ7
AF-C9R7B6-F1-model_v4	aphA	Acid phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.2	K03788	C9R7B6
AF-P26975-F1-model_v4	aphA	Acid phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.2	K03788	P26975
AF-P56527-F1-model_v4	aphA	Acid phosphatase	Phosphorus cycling	Organic P mineralisation	Phosphate ester degradation	3.1.3.2	K03788	P56527
AF-O53361-F1-model_v4	sapM	Phosphatidylinositol-3-phosphatase	Phosphorus cycling	Organic P mineralisation	Phospolipid degradation	3.1.3.2; 3.1.3.64	K21302	O53361
AF-A4TE29-F1-model_v4	ppk	Polyphosphate kinase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	2.7.4.1	K00937	A4TE29
AF-Q7ULJ4-F1-model_v4	ppk	Polyphosphate kinase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	2.7.4.1	K00937	Q7ULJ4
AF-Q93AK9-F1-model_v4	ppk	Polyphosphate kinase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	2.7.4.1	K00937	Q93AK9
AF-Q8NM65-F1-model_v4	ppk	Polyphosphate kinase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	2.7.4.1	K00937	Q8NM65
AF-Q8FMF8-F1-model_v4	ppa	Inorganic pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K01507	Q8FMF8
AF-Q3KKS0-F1-model_v4	ppa	Inorganic pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K01507	Q3KKS0
AF-Q8XIQ9-F1-model_v4	ppaC	Manganese-dependent inorganic pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K01507	Q8XIQ9
AF-O29502-F1-model_v4	ppaC	Manganese-dependent inorganic pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K01507	O29502
AF-Q9WZ56-F1-model_v4	ppaC	Manganese-dependent inorganic pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K01507	Q9WZ56
AF-Q8R821-F1-model_v4	ppaX	Pyrophosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.1	K06019	Q8R821
AF-Q9S605-F1-model_v4	ppx	Exopolyphosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.11	K01514	Q9S605
AF-P44828-F1-model_v4	ppx	Exopolyphosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.11	K01514	P44828
AF-P38698-F1-model_v4	ppx	Exopolyphosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.11	K01514	P38698
AF-O14094-F1-model_v4	ppx	Exopolyphosphatase	Phosphorus cycling	Inorganic P solubilisation	Inorganic phosphate polymer hydrolosis	3.6.1.11	K01514	O14094
AF-Q9Z3R2-F1-model_v4	rhbA	diaminobutyrate--2-oxoglutarate transaminase	Iron cycling	Siderophore biosynthesis	Rhizobactin	2.6.1.76	-	Q9Z3R2
AF-Q9Z3R1-F1-model_v4	rhbB	L-2,4-diaminobutyrate decarboxylase	Iron cycling	Siderophore biosynthesis	Rhizobactin	4.1.1.86	-	Q9Z3R1
AF-Q9Z3Q8-F1-model_v4	rhbE	1,3-diaminopropane N-monooxygenase	Iron cycling	Siderophore biosynthesis	Rhizobactin	1.14.13.-	-	Q9Z3Q8
AF-Q9Z3Q9-F1-model_v4	rhbD	N-(3-aminopropyl)hydroxylamine N-acetyltransferase	Iron cycling	Siderophore biosynthesis	Rhizobactin	2.3.1.-	-	Q9Z3Q9
AF-Q9Z3R0-F1-model_v4	rhbC	N-(3-aminopropyl)-N-hydroxyacetamide--citrate ligase	Iron cycling	Siderophore biosynthesis	Rhizobactin	6.3.2.-	-	Q9Z3R0
